text,sentiment,prep_processed_text
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear,u give Laura constructive criticism block u Lazy Hope Retire Heather
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear,gosh darn terrific check brown people shuck let law brown people
@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear,revolt cock think sexy
"Please bear with me, I'm not Twitter savvyðŸ˜ in real life I'm a Facebook person. Help me gain followers ðŸ¤“#blog #selfhelp #depression",sadness,bear Twitter real life Facebook person help gain follower selfhelp depression
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear,revitalize ClevelandHustles daunting task hustle
Y'all tune into Snapchat for Beans funereal,sadness,tune Snapchat Beans funereal
Not sure that men can handle a woman that's got her crap together.  #independent,fear,sure man handle woman get crap independent
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear,let jiho step throat prob afraid hurt
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,2 wait 48 hour cancel order place spend 2 hour phone
@RoyEnglish roy as fiery,anger,roy fiery
I hate when it's gloomy outside because it always gets me in a depressing mood,sadness,hate gloomy outside get depressing mood
Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on,sadness,Bro pine green forget not mediumpurple pickering light
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see,joy,promise restoration nation israel look bless barn wine overflow beautiful joyful
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,sadness,wonder mother know dark humor need realize butt Apple pastel pie
i lost my wallet lol.... again....,sadness,lose wallet lol
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",sadness,lately bad depression feel like body like take little
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness,good morning lovely people gon na lie wake feel pretty glum
"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",fear,thank big bro shake bake help
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",anger,come Glasgow night work fucking gutte wait appearance age rage
#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger,Hudcomedy AdamRowe insult slutfaceshlongnugget
"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation",fear,bad mood week work horrific decide start scrapbook summer vacation
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE â€” Where there's hate, let me sow love â€” Where there's injury, pardon â€” Where there's despair, hope",sadness,LORD instrument peace aEUR hate let sow love aEUR injury pardon aEUR despair hope
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious,joy,non permissive environment call battleground MilSpeak hilarious
chirp chirp! what a beautiful white and red bird! ðŸ¦,joy,chirp chirp beautiful white red bird dY
"@ScottiePass shock horror handicap dodger is at the top ðŸ˜‚ close on the agg cup good , but think pressure will get to markðŸ¤”",fear,shock horror handicap dodger close agg cup good think pressure
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016  #ornot,joy,take picture awkward picture day awkward stop smile pictureday2016 ornot
@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;,joy,Helluva lot animated actual game
Late night #thoughts. Feeling .,fear,late night thought feel
@Trump_Videos she looks completely #rabid @realDonaldTrump,anger,look completely rabid
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear,follow amazing australian author fiction horror zombie angel demon vampire werewolf follow authorlove
Like I can't do 12 hours worth of standing or calorie burning in 3 hours ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ #1stworldprobs4vs,anger,like 12 hour worth standing calorie burn 3 hour 1stworldprobs4vs
Being forced into a fake hug by someone who didnâ€™t flinch to get litigious with you in the past - #awful ðŸ˜–ðŸ‘ºðŸ™…,fear,force fake hug didnaEUR t flinch litigious past awful
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,joy,look bright find use rope tipstosurviveapoweroutage
I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious ðŸ˜­ðŸ˜­ðŸ˜­\n\nI'm too damn playful,joy,worried someday yell kid confuse damn playful
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news ðŸ˜‚ðŸ˜‚,joy,Charlie attempt suffocate cushion cheer great news
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ðŸ˜³ðŸ˜³ðŸ˜³,fear,world Nicole beat Paul terrible bb18 bbfinale jury thinking
I lost a couple niggas I want revenge so put me in coach,anger,lose couple nigga want revenge coach
I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy,playful lol need somebody joke day long cause ill tired
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game ðŸ¹ðŸ•ðŸºâ˜‰â˜‰",fear,haha horrific need say Glad away Spain Sat missing game
"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger,ydu yell fire crowded theater burst flame cool trick bu
@gagasklaine it's old sadly,sadness,old sadly
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",anger,let snakes HOUSE BET kill BUGGER hand HuckFP2
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol ",joy,man know juggle ball funny pun punny lol
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,sadness,picoftheday funny picoftheday lol random laugh chair despair funnypic virgin cafe
â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.â€â€“Plato,sadness,aEURoewe easily forgive child afraid dark real tragedy life man afraid
@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear,want start biker gang GTA Online Biker DLC come
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,anger,team draw hat daily personality drug angry yeller quiet screamer
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",sadness,Mary Berry Mel Sue go principle go fame fortune GBBO depress
@SWP_Roads   How dull.,sadness,dull
"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",sadness,grave beat bravehearte cave lover cage lover sage lover soup twist spoony melancholy spike spice
Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear,hey turn kick way Texans way Texans terrible noheart
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",fear,truly want God life require let old thing allow new thing flourish stop
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness,underground Waterloo nice place Thursday somanypeople grim
@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),joy,lol ur caste village die massali like nt chaudhry cheer massali
U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness,u know u ur mind u find clean stove kitchen 3 pensive
Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness,nasty nasty chilly rain damper afternoon cigar good thing CongressCritters tomorrow
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,fear,vote killary like stick knife toast makeamericagreatagain
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness,2k number madden low drop people unhappy
After spending Â£450 @Debenhams I was offered a Â£5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness,spend aPS450 offer APS5 voucher ask spend weekend tell valid today unhappy
Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down,joy,suck real try exhilarate ounce
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness,Flirt simper pout repeat Yuck
i was angry.,anger,angry
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book,fear,let behavior destroy ur inner peace Lama heal depression intuition meditation book
